latitude,longitude,facility_type,category,stack_height,emission_weight,source,name
28.79654240685685,77.054370769263,industry,Light_Industry,30.0,5,Delhi,
28.79900032751413,77.04902780748253,industry,Light_Industry,30.0,5,Delhi,
28.73864700886319,77.14948472031318,industry,Light_Industry,30.0,5,Delhi,
28.80304436745764,77.15317285539582,industry,Light_Industry,30.0,5,Delhi,
28.80781690820308,77.14706738989439,industry,Light_Industry,30.0,5,Delhi,
28.810882166961413,77.15206781140722,industry,Light_Industry,30.0,5,Delhi,
28.75720652065645,77.1700349983577,industry,Light_Industry,30.0,5,Delhi,
28.771916161856893,77.17916450862562,industry,Light_Industry,30.0,5,Delhi,
28.76555829148547,77.1825650207222,industry,Light_Industry,30.0,5,Delhi,
28.75773733593098,77.1905995963596,industry,Light_Industry,30.0,5,Delhi,
28.758527966797992,77.19593487963081,industry,Light_Industry,30.0,5,Delhi,
28.759109447996945,77.19150547929515,industry,Light_Industry,30.0,5,Delhi,
28.75794544569316,77.19322569896448,industry,Light_Industry,30.0,5,Delhi,
28.4592370771325,77.1917102426991,industry,Light_Industry,30.0,5,Delhi,
28.45527599506857,77.20141869725111,industry,Light_Industry,30.0,5,Delhi,
28.46427123134933,77.20754270188958,industry,Light_Industry,30.0,5,Delhi,
